Original Size;After White Spaces;After Numbers;After URLs;After Punctuation;After Javascript;After HTML
17307;16945;16914;16402;16326;16326;16246
9839;9576;9563;9480;9426;9426;9334
24596;16118;16062;15550;15433;15433;6642
19171;15951;15903;12196;12106;12106;4630
7903;7749;7732;7673;7632;7632;7546
9817;9554;9541;9458;9404;9404;9322
11859;11578;11564;11367;11323;11323;11225
8582;8386;8361;8339;8272;8272;8174
20746;18219;18148;17979;17821;17821;9857
9577;9379;9332;9232;9188;9188;9102
18644;18207;18135;18135;17506;17506;17424
5346;5241;5231;5196;5162;5162;5078
6200;6085;6066;5989;5953;5953;5909
19634;17299;17153;14872;14780;14780;6162
9380;9192;9166;9166;9107;9107;9029
8880;8691;8654;8554;8511;8511;8429
9933;9669;9656;9573;9522;9522;9444
9771;9509;9496;9413;9358;9358;9276
12582;12308;12298;11276;11217;11217;11023
9016;8825;8788;8688;8641;8641;8551
11865;11646;11577;11270;11214;11214;11126
5805;5693;5683;5683;5644;5644;5564
5784;5672;5663;5663;5624;5624;5544
6123;6009;5990;5913;5877;5877;5811
6268;6149;6133;5889;5854;5854;5786
27630;26978;26885;26885;26389;26389;26323
2315;2215;2194;2122;1875;1875;1832
2315;2215;2194;2122;1875;1875;1832
2315;2215;2194;2122;1875;1875;1832
6979;6807;6779;6779;6722;6722;6636
20542;19676;19635;19588;19444;19444;9499
20656;18130;18059;17890;17740;17740;9792
8332;8147;8131;7973;7935;7935;7845
7786;7631;7605;7546;7506;7506;7412
7208;7031;7019;6915;6863;6863;6781
7105;6958;6938;6891;6854;6854;6758
7098;6891;6871;6841;6791;6791;6687
7433;7290;7266;7161;7123;7123;7025
9982;9606;9589;9460;9374;9374;9296
6697;6550;6536;6481;6438;6438;6360
5280;5178;5168;5149;5113;5113;5031
9000;8805;8792;8662;8620;8620;8496
7180;7003;6991;6887;6835;6835;6753
6180;6060;6045;6008;5966;5966;5872
10675;10443;10416;10306;10137;10137;10041
9388;9093;9077;9009;8965;8965;8883
6921;6753;6735;6735;6694;6694;6606
8594;8424;8412;8332;8295;8295;8209
8256;8097;8067;8007;7971;7971;7875
5701;5589;5570;5533;5492;5492;5424
6784;6656;6643;6574;6538;6538;6464
6874;6745;6732;6663;6626;6626;6552
10721;10509;10492;10492;10436;10436;10378
7598;7449;7433;7374;7326;7326;7244
9710;9449;9437;9351;9298;9298;9220
11123;10843;10834;10624;10568;10568;10470
5735;5581;5565;5489;5453;5453;5371
5685;5532;5516;5440;5404;5404;5322
6602;6452;6443;6397;6358;6358;6268
15081;14862;14850;14850;14809;14809;14675
8159;7982;7937;7937;7896;7896;7800
11458;11197;11172;10476;10439;10439;10363
9802;9609;9589;9492;9452;9452;9386
40753;33087;33020;24226;24052;24052;3355
7590;7412;7400;7312;7271;7271;7189
9194;9017;9005;8919;8881;8881;8799
12478;12212;12184;11463;11406;11406;11324
6035;5915;5900;5881;5833;5833;5757
15577;15262;15250;15164;15112;15112;15046
9128;7970;7961;7961;7906;7906;7824
12369;12105;12096;10591;10545;10545;10545
11383;11154;11145;9839;9796;9796;9457
12408;12149;12140;10583;10538;10538;10538
6433;6278;6251;6179;6143;6143;6047
6161;6015;6000;5967;5933;5933;5859
6858;6736;6718;6641;6600;6600;6544
9191;8997;8961;8846;8802;8802;8712
8058;7902;7886;7827;7788;7788;7710
9337;9145;9115;9055;8906;8906;8842
8870;8680;8644;8530;8487;8487;8397
10018;9829;9807;9739;9571;9571;9441
8535;8367;8345;8265;8218;8218;8136
12293;11998;11976;11770;11729;11729;11633
9633;9355;9339;9286;9221;9221;9137
9193;9001;8992;8848;8791;8791;8721
8644;8474;8462;8378;8347;8347;8281
6981;6858;6840;6763;6715;6715;6613
12656;12401;12372;12207;12144;12144;12048
8349;8178;8160;8110;7981;7981;7875
7113;6981;6972;6822;6789;6789;6713
7372;7221;7209;7209;7166;7166;7078
8534;8366;8354;8281;8249;8249;8183
22508;12422;12391;9980;9933;9933;3576
12276;11998;11986;11912;11863;11863;11787
6718;6586;6558;6516;6473;6473;6377
8578;8379;8363;8230;8191;8191;8109
6121;5998;5986;5958;5920;5920;5824
9276;9036;9024;8938;8886;8886;8820
9621;9444;9432;9356;9304;9304;9218
39065;38441;38413;38256;38214;38214;38136
8232;8051;8039;7953;7911;7911;7845
6363;6242;6227;6153;6106;6106;6032
7930;7707;7698;7626;7591;7591;7495
8434;8228;8209;8143;8094;8094;8056
16219;15982;15970;15970;15932;15932;15844
12786;12466;12447;12332;12256;12256;12160
12337;12085;12056;11891;11827;11827;11733
10410;10189;10177;10101;10046;10046;9960
12398;12145;12116;11951;11890;11890;11828
6871;6749;6731;6654;6606;6606;6520
6335;6187;6172;6139;6102;6102;6020
6742;6622;6604;6527;6480;6480;6378
8071;7908;7899;7703;7665;7665;7567
10365;10143;10131;9998;9955;9955;9863
9071;8895;8882;8798;8761;8761;8679
8412;8215;8206;8206;8155;8155;8065
7878;7659;7650;7650;7604;7604;7534
9314;9056;9047;8969;8918;8918;8836
10228;10027;10002;9925;9757;9757;9663
5842;5728;5718;5681;5644;5644;5562
9444;9183;9173;9073;8963;8963;8881
7338;7178;7162;7023;6986;6986;6890
9444;9183;9173;9073;8962;8962;8880
19154;18691;18667;17921;17857;17857;17764
7794;7622;7605;7605;7561;7561;7483
7770;7611;7595;7505;7468;7468;7378
11056;10832;10792;10601;10367;10367;10287
5929;5822;5812;5759;5721;5721;5617
11195;10959;10950;10857;10792;10792;10700
6758;6599;6589;6373;6322;6322;6240
6726;6567;6557;6341;6291;6291;6209
16146;15844;15822;15722;15656;15656;15474
5105;4992;4982;4982;4947;4947;4865
8918;8665;8655;8576;8525;8525;8443
8902;8694;8641;8598;8514;8514;8426
8908;8699;8646;8603;8525;8525;8459
12774;12579;12566;12566;12503;12503;12413
8566;8390;8380;8309;8271;8271;8195
10846;10604;10591;10591;10368;10368;10314
8904;8695;8642;8599;8521;8521;8455
7761;7601;7584;7470;7432;7432;7354
19145;18517;18477;18433;17443;17443;17361
10413;10215;10195;10195;10145;10145;10065
5859;5712;5694;5622;5589;5589;5491
16873;13866;13816;13316;13170;13170;7101
10372;10138;10112;9566;9528;9528;9452
6759;6608;6595;6533;6498;6498;6414
7585;7418;7405;7333;7292;7292;7196
7713;7551;7532;7440;7399;7399;7337
8539;8376;8357;8315;8274;8274;8192
10150;9926;9902;9814;9649;9649;9559
36491;35164;34755;34755;34073;34073;28823
5859;5712;5694;5622;5588;5588;5490
9959;9665;9646;9552;9493;9493;9409
9436;9248;9222;9222;9166;9166;9080
7601;7441;7422;7330;7290;7290;7208
23032;22695;22682;22682;22639;22639;22571
5220;5117;5107;5056;5015;5015;4915
6653;6497;6487;6362;6313;6313;6231
7165;7016;7006;6870;6828;6828;6758
6168;6022;6000;5914;5837;5837;5771
9715;9454;9441;9343;9292;9292;9208
6644;6495;6475;6330;6253;6253;6171
17799;13998;13980;13555;13443;13443;5839
11043;10800;10781;10663;10598;10598;10512
12164;11855;11829;11743;11637;11637;11555
9049;8906;8896;8896;8863;8863;8763
43538;36368;36294;29000;28838;28838;7393
5176;5063;5053;4993;4953;4953;4873
5184;5071;5061;5001;4960;4960;4880
7265;7127;7110;7051;7005;7005;6915
274544;270952;270926;270926;270773;270773;270653
9416;9228;9202;9202;9147;9147;9061
9454;9265;9239;9239;9183;9183;9097
7391;7194;7170;7170;7124;7124;6559
94614;77110;76741;76665;75639;75639;72979
9577;9400;9373;9373;9325;9325;9227
8780;8609;8599;8487;8443;8443;8351
9745;9527;9513;9486;9429;9429;9355
8094;7918;7872;7872;7832;7832;7736
6404;6255;6233;6147;6068;6068;5980
13280;12992;12950;12098;12041;12041;11959
8435;8257;8244;8173;8139;8139;8059
17827;14024;14006;13557;13445;13445;5841
20738;18211;18140;17971;17811;17811;9881
6866;6672;6659;6659;6602;6602;6512
7886;7732;7719;7555;7524;7524;7422
8142;7867;7840;7840;7785;7785;7448
8052;7816;7793;7700;7659;7659;7579
16818;13780;13734;13511;13409;13409;10192
16818;13780;13734;13511;13407;13407;10190
6892;6729;6704;6655;6618;6618;6552
9087;8865;8842;8757;8714;8714;8600
6462;6316;6300;6190;6112;6112;6016
7693;7512;7498;7498;7425;7425;7341
5921;5804;5791;5767;5730;5730;5646
8516;8303;8277;8181;8142;8142;8038
7037;6699;6689;6689;6653;6653;6571
15820;13776;13746;13610;13523;13523;6032
5510;5399;5389;5352;5315;5315;5233
12541;12224;12204;12089;12016;12016;11930
8062;7886;7840;7840;7800;7800;7704
7940;7755;7738;7738;7686;7686;7604
14679;14225;14212;14124;14073;14073;13993
60090;59102;59073;58939;58755;58755;58639
11032;10810;10794;10735;10682;10682;10612
9892;9629;9616;9527;9474;9474;9386
9076;8885;8868;8823;8627;8627;8545
20751;20304;20276;20276;20178;20178;20062
94614;77110;76741;76665;75639;75639;72979
9178;8917;8904;8819;8765;8765;8691
13140;12696;12641;12641;12462;12462;12370
6661;6535;6525;6485;6441;6441;6331
5413;5292;5282;5282;5250;5250;5210
5118;5001;4991;4991;4958;4958;4934
7170;7028;7012;7012;6969;6969;6891
15709;15339;15276;15252;15189;15189;15099
41611;39821;39365;39256;37868;37868;30575
7992;7783;7767;7668;7630;7630;7568
20216;19647;19611;18938;18806;18806;18624
13192;12919;12897;12509;12447;12447;12367
41649;31684;31582;30751;30427;30427;18790
16727;16101;16076;16076;16000;16000;14233
10448;10206;10182;10099;10006;10006;9724
12331;12061;11973;11937;11845;11845;11741
9187;8984;8956;8883;8814;8814;8677
7227;7105;7095;7039;7004;7004;6916
8012;7852;7835;7776;7736;7736;7648
6917;6749;6720;6675;6625;6625;6537
9915;9685;9672;9496;9457;9457;9373
10049;9784;9761;9683;9627;9627;9547
8124;7947;7930;7905;7767;7767;7671
9662;9398;9388;9288;9178;9178;9096
9907;9677;9664;9488;9449;9449;9365
7579;7433;7423;7318;7279;7279;7197
1412;1355;1349;1305;1263;1263;1189
17585;17087;16845;16824;16221;16221;16164
1954;1882;1846;1708;1614;1614;1511
1296;1242;1207;821;738;738;666
14707;14196;14061;7971;7785;7785;7181
1618;1556;1520;1360;1282;1282;1216
1339;1278;1217;1193;1109;1109;1028
1296;1242;1207;818;735;735;663
1381;1320;1259;1235;1149;1149;1064
1836;1765;1714;1544;1462;1462;1402
2430;2338;2300;2073;1988;1988;1908
1330;1271;1210;1186;1098;1098;1027
7624;7492;7457;7433;7336;7336;7276
846;804;769;745;650;650;590
7051;6917;6901;6879;6837;6837;6739
9049;8875;8848;8789;8749;8749;8667
9598;9360;9346;9255;9202;9202;9142
6558;6435;6419;6392;6345;6345;6263
7368;7222;7202;7071;6953;6953;6845
9586;9348;9334;9243;9190;9190;9130
24978;24496;24446;24446;24358;24358;24286
25220;24735;24685;24685;24598;24598;24516
9225;9049;9039;8849;8740;8740;8644
20962;20555;20533;20038;19914;19914;19832
41513;40189;40179;29058;28644;28644;9184
41517;40193;40183;29062;28649;28649;9185
12400;12113;12078;12078;12000;12000;11914
12992;12685;12650;12650;12528;12528;12436
10706;10402;10373;10301;10244;10244;10164
9674;9410;9400;9300;9190;9190;9108
12899;12670;12643;12571;12531;12531;12445
2894;2817;2758;2555;2440;2440;1505
3253;3171;3115;2987;2872;2872;1303
2674;2556;2470;2256;2140;2140;1274
9288;9188;9115;9033;8854;8854;5137
1803;1697;1661;1260;1184;1184;793
2642;2538;2502;2146;2052;2052;1985
10638;10384;10374;10302;10250;10250;10168
4323;4106;4003;3892;3719;3719;2256
1045798;1032367;1032358;1032358;1032342;1032342;1032342
3368;3228;3187;2915;2821;2821;2759
5356;5210;5120;5011;3993;3993;3929
5991;5850;5837;5762;5718;5718;5628
15758;15381;15323;15141;14141;14141;14059
12992;12685;12650;12650;12530;12530;12438
7262;7121;7111;7022;6983;6983;6911
7532;7371;7354;7227;7189;7189;7097
1631;1571;1535;1362;1170;1170;1101
1354;1279;1200;1178;1091;1091;1041
15968;15574;15544;15236;15155;15155;14513
9892;9628;9605;9533;9479;9479;9397
8496;8329;8316;8193;8143;8143;8065
7554;7148;7129;6995;6959;6959;6048
3384;3101;3044;2887;2790;2790;1625
645;589;554;530;459;459;395
3942;3863;3811;3626;3453;3453;2660
5058;4892;4818;4755;4610;4610;2079
4112;3917;3808;3674;3526;3526;2467
2584;2488;2428;2175;2031;2031;1942
8931;8753;8743;8743;8682;8682;8588
8360;8151;8138;8082;8020;8020;7954
21600;19988;19920;18752;18571;18571;9277
4780;4685;4675;4675;4636;4636;4566
7136;6981;6967;6782;6603;6603;6531
16050;15654;15624;15316;15235;15235;14595
7447;7299;7282;7204;7171;7171;7093
8516;8349;8336;8213;8163;8163;8069
7028;6869;6853;6818;6775;6775;6693
14145;13781;13727;13606;13534;13534;13452
7368;7224;7214;7089;7051;7051;6969
87734;86576;86569;86569;86549;86549;86549
1889;1568;1520;1426;1349;1349;1327
3283;3207;3131;3005;2893;2893;1504
3197;3118;3036;2833;2715;2715;1746
14319;13696;13594;11057;10928;10928;10796
11016;10781;10762;10690;10639;10639;10557
7901;7679;7669;7599;7565;7565;7467
7411;7259;7239;7125;7089;7089;6999
10588;10265;10255;10167;10112;10112;10030
9047;8717;8704;8704;8606;8606;8485
9591;9375;9362;9298;9254;9254;9166
22089;21371;21143;21143;20610;20610;18256
6533;6412;6392;6359;6323;6323;6247
2182;2114;2047;1517;1406;1406;1108
8495;8319;8299;7888;7845;7845;7812
10709;10489;10463;10364;10300;10300;10218
7134;6963;6934;6887;6843;6843;6777
14223;13933;13909;13582;13523;13523;13155
9334;9145;9096;8963;8915;8915;8831
1372;1317;1281;995;922;922;822
6641;6494;6464;6201;6094;6094;5954
14250;13930;13914;13810;13734;13734;13644
10431;10224;10203;10137;10091;10091;10009
14291;13929;13893;13819;13745;13745;13685
2125;2057;1990;1454;1348;1348;1046
2224;2151;2084;1561;1455;1455;1101
4684;4327;4246;3225;3112;3112;1502
18847;13816;13786;12077;11987;11987;3518
15484;15096;15083;14852;14590;14590;14508
7603;7450;7434;7370;7326;7326;7268
18598;18106;18075;18075;17758;17758;17676
7793;7613;7603;7346;7310;7310;7205
6272;6160;6150;6093;6051;6051;5945
16884;16495;16485;16058;16002;16002;15932
19183;16072;16046;16046;15503;15503;9351
235125;225211;217877;216098;210070;210070;159520
2271;2125;2077;1972;1949;1949;1895
1539;1470;1453;1402;1372;1372;1338
7880;7659;7646;7558;7508;7508;7416
9159;8986;8969;8901;8858;8858;8776
16279;15836;15807;15807;15722;15722;15640
16231;15788;15759;15759;15674;15674;15592
5553;5391;5316;5161;5018;5018;2911
5849;5734;5716;5680;5639;5639;5547
21599;19987;19919;18751;18570;18570;9277
6601;6460;6450;6362;6324;6324;6240
10707;10496;10475;10448;10398;10398;10272
7448;7289;7276;7198;7149;7149;7073
7765;7613;7596;7533;7494;7494;7406
10029;9826;9805;9805;9754;9754;9672
6424;6300;6278;6197;6156;6156;6076
9874;9672;9650;9650;9599;9599;9547
3057;2952;2891;2787;2675;2675;1687
8454;8281;8265;8089;8051;8051;7965
17498;17050;17023;16443;16376;16376;16040
13833;13491;13457;13140;13083;13083;13001
6662;6463;6436;6362;6319;6319;6182
7401;7247;7188;7166;7049;7049;6947
5995;5878;5854;5812;5771;5771;5647
10488;10280;10259;10186;10140;10140;10058
7222;7083;7066;7001;6958;6958;6886
7933;7779;7762;7699;7660;7660;7580
5566;5379;5314;5023;4915;4915;4032
25220;24609;24422;24422;23947;23947;23865
896;849;841;694;681;681;601
13254;11483;11419;11064;10999;10999;4610
18138;17710;17681;17612;17522;17522;17408
9973;9771;9744;9744;9692;9692;9610
5521;5410;5392;5356;5315;5315;5219
1691;1612;1584;1478;1449;1449;1349
4147;4009;3942;3613;3516;3516;3304
4333;4204;4112;2523;2412;2412;1302
900;857;822;800;706;706;634
1499;1434;1393;1293;1188;1188;1128
10181;9957;9937;9727;9690;9690;9612
18126;17698;17669;17600;17511;17511;17397
8510;8336;8326;8261;8219;8219;8123
21597;19985;19918;18750;18569;18569;9275
9616;9325;9313;9219;9159;9159;9077
7396;7123;7069;7069;7023;7023;6931
9860;9659;9641;9641;9594;9594;9514
11432;11187;11157;11157;11098;11098;11026
5533;5422;5404;5368;5327;5327;5231
12008;11703;11694;11573;11507;11507;11421
10860;10625;10616;10517;10455;10455;10359
9776;9599;9584;9536;9485;9485;9419
11237;11000;10980;10815;10765;10765;10683
21294;20830;20774;20748;20334;20334;20256
7989;7856;7834;7736;7626;7626;7526
11231;10986;10970;10771;10725;10725;10677
6511;6380;6367;6333;6295;6295;6199
8898;8739;8725;8566;8426;8426;8308
9850;9614;9592;9386;9337;9337;9269
10466;10277;10258;10158;10115;10115;10017
16172;15856;15835;15487;15401;15401;15311
1691;1612;1584;1478;1449;1449;1349
1102;1054;1027;974;956;956;883
5370;5241;5229;5145;5110;5110;5026
5221;5094;5082;4998;4962;4962;4878
7824;7244;7235;7235;7180;7180;7110
7423;7153;7144;7144;7086;7086;6992
14579;14255;14240;14134;14061;14061;13969
7299;7155;7133;6998;6961;6961;6865
17175;16714;16668;16621;15941;15941;15855
4932;4236;4198;4059;4022;4022;1874
15950;15195;15073;15048;14289;14289;14234
2098;1999;1967;1919;1892;1892;1810
8594;7952;7884;7717;7213;7213;7110
8016;7840;7825;7777;7729;7729;7633
5596;5488;5479;5410;5372;5372;5282
12335;12028;12008;11871;11806;11806;11710
10199;9954;9942;9875;9828;9828;9732
7838;7685;7669;7606;7567;7567;7483
5301;5128;5116;5046;5014;5014;4948
10151;9854;9832;9738;9679;9679;9583
3932;3672;3609;3136;3016;3016;1848
10672;10480;10461;10361;10319;10319;10221
13057;12602;12568;12470;12369;12369;12337
9860;9660;9638;9565;9503;9503;9425
8973;8763;8749;8656;8425;8425;8341
8526;8351;8331;8279;8240;8240;8162
27564;25564;25542;17352;17276;17276;8636
11695;11458;11449;11234;11184;11184;11124
7473;7330;7321;7224;7179;7179;7063
12323;12102;12026;11888;11830;11830;11736
11436;11224;11199;11065;11012;11012;10932
6368;6227;6211;6211;6105;6105;6007
11476;11297;11287;11287;11202;11202;11120
11175;10860;10820;10820;10543;10543;10459
7586;7441;7428;7387;7348;7348;7262
8887;8716;8699;8637;8595;8595;8511
10295;9995;9982;9905;9847;9847;9765
8454;8275;8258;8134;8102;8102;8024
21681;20068;19990;18822;18638;18638;9346
10111;9922;9908;9836;9797;9797;9715
12249;11943;11922;11782;11717;11717;11621
7273;7075;7065;7032;6998;6998;6888
10682;10333;10323;10226;10179;10179;10097
7386;7245;7235;7206;7164;7164;7076
7203;7064;7054;7025;6980;6980;6874
28293;22688;22624;22185;22041;22041;15103
12209;11804;11786;11582;11520;11520;11406
8625;8453;8427;8427;8380;8380;8290
7122;6946;6930;6769;6736;6736;6658
2230;1403;1362;1362;1343;1343;1343
14379;14107;14060;13904;13846;13846;13699
10690;10131;10099;10099;10037;10037;9949
7355;7196;7165;7094;7053;7053;6975
12215;11968;11947;11810;11750;11750;11672
15912;15524;15485;15485;15178;15178;15104
10337;10036;10013;9928;9868;9868;9784
16489;16094;15978;15978;15923;15923;15873
13883;13605;13568;13544;13467;13467;13377
9438;9241;9219;9163;9014;9014;8936
10577;10365;10352;10271;10216;10216;10138
18789;18311;18291;17921;17826;17826;17742
6648;6444;6430;6382;6339;6339;6237
15836;15501;15486;14827;14756;14756;14672
13210;12941;12912;12683;12643;12643;12543
10612;10344;10321;9633;9590;9590;9508
16136;15733;15707;15501;15439;15439;15363
16416;16173;16163;16163;16123;16123;16031
21519;19905;19837;18669;18499;18499;9258
7357;7125;7112;7047;6940;6940;6860
12388;12062;12049;12004;11958;11958;11866
19489;19068;19054;15490;15452;15452;15370
1;1;1;1;1;1;1
8086;7953;7940;7940;7905;7905;7823
20923;19942;19911;19865;19719;19719;9859
13711;13355;13313;13205;13134;13134;13052
7579;7440;7431;7338;7265;7265;7167
4798;4696;4686;4686;4651;4651;4569
4782;4680;4670;4670;4635;4635;4553
11545;11274;11249;11177;11110;11110;11032
5016;4911;4901;4901;4866;4866;4788
9492;9297;9275;9219;9074;9074;8970
11075;10752;10735;10650;10588;10588;10496
7913;7718;7708;7665;7606;7606;7510
10503;10281;10264;10264;10204;10204;10110
7631;7483;7473;7431;7394;7394;7308
18043;17528;17512;15511;15464;15464;15446
4588;4487;4477;4477;4441;4441;4349
4608;4507;4497;4497;4461;4461;4369
5763;5601;5587;5486;5310;5310;5242
9819;9615;9605;9490;9451;9451;9369
10371;10030;10012;9680;9638;9638;9556
8451;8280;8267;8225;8168;8168;8090
7543;7386;7365;7283;7242;7242;7150
16879;16453;16444;13211;13113;13113;13027
9072;8785;8752;8707;8645;8645;8579
12550;12174;12162;12112;12061;12061;11983
20682;20307;20298;20273;20236;20236;20142
9802;9599;9587;9506;9451;9451;9373
12597;12358;12349;12186;12141;12141;12043
9349;9128;9100;9100;9057;9057;8971
19946;16436;16405;15140;15030;15030;7340
11390;11063;11047;10963;10898;10898;10796
6750;6579;6556;6443;6406;6406;6308
10907;10679;10657;10620;10568;10568;10470
9750;9555;9523;9437;9398;9398;9298
21517;19901;19834;18666;18495;18495;9257
12395;12137;12124;12014;11971;11971;11855
29574;27546;27524;18699;18627;18627;9350
12714;12460;12447;12354;12218;12218;12110
10421;10102;10082;9909;9841;9841;9753
20588;20215;20206;19857;19810;19810;19728
11036;10746;10711;10711;10421;10421;10331
18465;18005;17975;17757;17681;17681;17601
1761;1576;1533;1533;1481;1481;1357
1679;1494;1460;1460;1416;1416;1292
18118;15304;15264;12718;12662;12662;3511
1031;935;927;837;827;827;754
1499;1435;1424;1388;1345;1345;1223
3782;3618;3595;3313;3277;3277;2241
3012;2942;2919;2744;2704;2704;2204
1671;1554;1548;1395;1382;1382;537
